epoch	iou_threshold	score_threshold	tp	fp	fn	precision	recall
45	0.5	0.5	1962	1999	338	0.4953294622570058	0.8530434782608696
46	0.5	0.5	2042	1610	258	0.559145673603505	0.8878260869565218
47	0.5	0.5	2010	1184	290	0.6293049467752035	0.8739130434782608
48	0.5	0.5	2020	2775	280	0.42127215849843586	0.8782608695652174
49	0.5	0.5	1973	2660	327	0.42585797539391324	0.8578260869565217
50	0.5	0.5	1995	2085	305	0.4889705882352941	0.8673913043478261
51	0.5	0.5	1675	8290	625	0.16808830908178626	0.7282608695652174
52	0.5	0.5	1760	2046	540	0.4624277456647399	0.7652173913043478
53	0.5	0.5	2107	1517	193	0.5814017660044151	0.9160869565217391
54	0.5	0.5	2027	632	273	0.7623166603986461	0.8813043478260869
55	0.5	0.5	2067	1000	233	0.6739484838604499	0.898695652173913
56	0.5	0.5	1869	5138	431	0.26673326673326675	0.8126086956521739
57	0.5	0.5	1939	1252	361	0.6076465057975556	0.8430434782608696
58	0.5	0.5	2046	1163	254	0.6375818011841695	0.8895652173913043
59	0.5	0.5	2134	1101	166	0.6596599690880989	0.9278260869565217
60	0.5	0.5	2070	1945	230	0.5155666251556662	0.9
61	0.5	0.5	1987	3195	313	0.3834426862215361	0.8639130434782609
62	0.5	0.5	2092	619	208	0.7716709701217263	0.9095652173913044
63	0.5	0.5	1915	439	385	0.8135089209855565	0.8326086956521739
64	0.5	0.5	2105	832	195	0.7167177391896493	0.9152173913043479
65	0.5	0.5	2072	1655	228	0.5559431177891065	0.9008695652173913
66	0.5	0.5	1951	3797	349	0.33942240779401534	0.8482608695652174
67	0.5	0.5	1955	541	345	0.7832532051282052	0.85
68	0.5	0.5	1946	1790	354	0.5208779443254818	0.8460869565217392
69	0.5	0.5	2019	482	281	0.8072770891643343	0.8778260869565218
70	0.5	0.5	1881	539	419	0.7772727272727272	0.8178260869565217
71	0.5	0.5	2098	555	202	0.7908028646814926	0.9121739130434783
72	0.5	0.5	1992	552	308	0.7830188679245284	0.8660869565217392
73	0.5	0.5	1101	4349	1199	0.2020183486238532	0.478695652173913
74	0.5	0.5	2103	466	197	0.8186064616582328	0.9143478260869565
75	0.5	0.5	1810	509	490	0.7805088400172489	0.7869565217391304
76	0.5	0.5	2117	506	183	0.8070911170415555	0.9204347826086956
77	0.5	0.5	2086	498	214	0.8072755417956656	0.9069565217391304
78	0.5	0.5	1963	450	337	0.8135101533360961	0.8534782608695652
79	0.5	0.5	2019	381	281	0.84125	0.8778260869565218
80	0.5	0.5	2031	464	269	0.8140280561122244	0.8830434782608696
81	0.5	0.5	2110	761	190	0.7349355625217694	0.9173913043478261
82	0.5	0.5	2048	391	252	0.8396883968839688	0.8904347826086957
83	0.5	0.5	2073	423	227	0.8305288461538461	0.9013043478260869
84	0.5	0.5	2006	536	294	0.7891424075531078	0.8721739130434782
85	0.5	0.5	2087	470	213	0.8161908486507626	0.9073913043478261
86	0.5	0.5	2049	602	251	0.7729158807996982	0.8908695652173914
87	0.5	0.5	1981	442	319	0.8175815105241436	0.861304347826087
88	0.5	0.5	2092	462	208	0.8191072826938136	0.9095652173913044
89	0.5	0.5	2112	513	188	0.8045714285714286	0.9182608695652174
90	0.5	0.5	1989	851	311	0.7003521126760563	0.8647826086956522
91	0.5	0.5	2055	434	245	0.8256327842507031	0.8934782608695652
92	0.5	0.5	2132	530	168	0.8009015777610818	0.9269565217391305
93	0.5	0.5	1966	384	334	0.8365957446808511	0.8547826086956521
94	0.5	0.5	2110	410	190	0.8373015873015873	0.9173913043478261
95	0.5	0.5	2163	635	137	0.7730521801286633	0.9404347826086956
96	0.5	0.5	2172	561	128	0.7947310647639956	0.9443478260869566
97	0.5	0.5	1961	392	339	0.8334041648958777	0.8526086956521739
98	0.5	0.5	1910	367	390	0.8388230127360562	0.8304347826086956
99	0.5	0.5	1945	377	355	0.8376399655469423	0.8456521739130435
100	0.5	0.5	2056	547	244	0.7898578563196312	0.8939130434782608
101	0.5	0.5	1989	1389	311	0.588809946714032	0.8647826086956522
102	0.5	0.5	1930	375	370	0.8373101952277657	0.8391304347826087
103	0.5	0.5	2064	462	236	0.8171021377672208	0.8973913043478261
104	0.5	0.5	2013	376	287	0.8426119715362076	0.8752173913043478
105	0.5	0.5	2112	512	188	0.8048780487804879	0.9182608695652174
106	0.5	0.5	1758	3998	542	0.3054204308547602	0.7643478260869565
107	0.5	0.5	2093	574	207	0.7847769028871391	0.91
108	0.5	0.5	2020	285	280	0.8763557483731019	0.8782608695652174
109	0.5	0.5	2118	597	182	0.7801104972375691	0.9208695652173913
110	0.5	0.5	1877	382	423	0.8308986277113767	0.8160869565217391
111	0.5	0.5	2135	463	165	0.8217859892224788	0.9282608695652174
112	0.5	0.5	2156	474	144	0.8197718631178708	0.9373913043478261
113	0.5	0.5	2111	407	189	0.8383637807783956	0.9178260869565218
114	0.5	0.5	2005	424	295	0.825442568958419	0.8717391304347826
115	0.5	0.5	2070	380	230	0.8448979591836735	0.9
116	0.5	0.5	2162	495	138	0.8136996612721114	0.94
117	0.5	0.5	2075	976	225	0.6801048836447067	0.9021739130434783
118	0.5	0.5	2140	707	160	0.7516684229012996	0.9304347826086956
119	0.5	0.5	2034	355	266	0.8514022603599832	0.8843478260869565
120	0.5	0.5	2120	374	180	0.8500400962309543	0.9217391304347826
121	0.5	0.5	2058	394	242	0.8393148450244698	0.8947826086956522
122	0.5	0.5	2101	469	199	0.8175097276264591	0.9134782608695652
123	0.5	0.5	2110	320	190	0.8683127572016461	0.9173913043478261
124	0.5	0.5	2098	407	202	0.8375249500998004	0.9121739130434783
125	0.5	0.5	2046	577	254	0.7800228745711018	0.8895652173913043
126	0.5	0.5	1995	351	305	0.850383631713555	0.8673913043478261
127	0.5	0.5	2080	409	220	0.8356769787063077	0.9043478260869565
128	0.5	0.5	1944	358	356	0.8444830582102519	0.8452173913043478
129	0.5	0.5	2057	394	243	0.8392492860057119	0.8943478260869565
130	0.5	0.5	2143	454	157	0.8251829033500192	0.9317391304347826
131	0.5	0.5	2084	402	216	0.8382944489139179	0.9060869565217391
132	0.5	0.5	2108	400	192	0.8405103668261563	0.9165217391304348
133	0.5	0.5	2030	322	270	0.8630952380952381	0.8826086956521739
134	0.5	0.5	2106	364	194	0.8526315789473684	0.9156521739130434
135	0.5	0.5	2084	432	216	0.8282988871224165	0.9060869565217391
136	0.5	0.5	2065	327	235	0.8632943143812709	0.8978260869565218
137	0.5	0.5	2023	355	277	0.8507148864592095	0.8795652173913043
138	0.5	0.5	2015	354	285	0.8505698607007176	0.8760869565217392
139	0.5	0.5	1990	346	310	0.8518835616438356	0.8652173913043478
140	0.5	0.5	2077	365	223	0.8505323505323505	0.9030434782608696
141	0.5	0.5	2056	368	244	0.8481848184818482	0.8939130434782608
142	0.5	0.5	2074	363	226	0.8510463684858433	0.9017391304347826
143	0.5	0.5	2091	366	209	0.851037851037851	0.9091304347826087
144	0.5	0.5	2069	336	231	0.8602910602910603	0.8995652173913044
145	0.5	0.5	2093	419	207	0.8332006369426752	0.91
146	0.5	0.5	2028	362	272	0.8485355648535565	0.8817391304347826
147	0.5	0.5	2131	429	169	0.832421875	0.9265217391304348
148	0.5	0.5	2008	344	292	0.8537414965986394	0.8730434782608696
149	0.5	0.5	2136	398	164	0.8429360694554064	0.928695652173913
150	0.5	0.5	2167	487	133	0.8165033911077618	0.9421739130434783
151	0.5	0.5	2123	358	177	0.8557033454252317	0.9230434782608695
152	0.5	0.5	2077	409	223	0.8354786806114239	0.9030434782608696
153	0.5	0.5	2075	328	225	0.8635039533915938	0.9021739130434783
154	0.5	0.5	2108	433	192	0.829594647776466	0.9165217391304348
155	0.5	0.5	2082	348	218	0.8567901234567902	0.9052173913043479
156	0.5	0.5	1969	336	331	0.8542299349240781	0.8560869565217392
157	0.5	0.5	2016	351	284	0.8517110266159695	0.8765217391304347
158	0.5	0.5	2145	610	155	0.778584392014519	0.9326086956521739
159	0.5	0.5	2065	322	235	0.8651026392961877	0.8978260869565218
160	0.5	0.5	2109	396	191	0.8419161676646707	0.9169565217391304
161	0.5	0.5	2048	322	252	0.8641350210970464	0.8904347826086957
162	0.5	0.5	2014	300	286	0.8703543647363872	0.8756521739130435
163	0.5	0.5	2145	480	155	0.8171428571428572	0.9326086956521739
164	0.5	0.5	2134	388	166	0.8461538461538461	0.9278260869565217
165	0.5	0.5	2114	423	186	0.8332676389436342	0.9191304347826087
166	0.5	0.5	2116	349	184	0.8584178498985802	0.92
167	0.5	0.5	2092	342	208	0.8594905505341003	0.9095652173913044
168	0.5	0.5	2108	373	192	0.8496573962112052	0.9165217391304348
169	0.5	0.5	2153	412	147	0.8393762183235868	0.9360869565217391
170	0.5	0.5	2155	487	145	0.8156699470098411	0.9369565217391305
171	0.5	0.5	2058	342	242	0.8575	0.8947826086956522
172	0.5	0.5	2021	384	279	0.8403326403326403	0.878695652173913
173	0.5	0.5	2128	423	172	0.8341826734613876	0.9252173913043479
174	0.5	0.5	2033	317	267	0.8651063829787234	0.8839130434782608
175	0.5	0.5	2147	401	153	0.8426216640502355	0.9334782608695652
176	0.5	0.5	2056	312	244	0.8682432432432432	0.8939130434782608
177	0.5	0.5	2089	379	211	0.8464343598055105	0.9082608695652173
178	0.5	0.5	2130	434	170	0.8307332293291732	0.9260869565217391
179	0.5	0.5	2104	345	196	0.8591261739485504	0.9147826086956522
180	0.5	0.5	2088	345	212	0.8581997533908755	0.9078260869565218
181	0.5	0.5	2016	307	284	0.8678433060697374	0.8765217391304347
182	0.5	0.5	2028	313	272	0.8662964545066211	0.8817391304347826
183	0.5	0.5	2061	362	239	0.8505984316962443	0.8960869565217391
184	0.5	0.5	2139	387	161	0.8467933491686461	0.93
185	0.5	0.5	2123	350	177	0.8584714921148403	0.9230434782608695
186	0.5	0.5	2110	368	190	0.8514931396287329	0.9173913043478261
187	0.5	0.5	2088	492	212	0.8093023255813954	0.9078260869565218
188	0.5	0.5	2100	381	200	0.8464328899637243	0.9130434782608695
189	0.5	0.5	2088	356	212	0.8543371522094927	0.9078260869565218
190	0.5	0.5	2158	446	142	0.8287250384024577	0.9382608695652174
191	0.5	0.5	2075	327	225	0.8638634471273938	0.9021739130434783
192	0.5	0.5	2158	426	142	0.8351393188854489	0.9382608695652174
193	0.5	0.5	2157	437	143	0.8315343099460293	0.9378260869565217
194	0.5	0.5	2094	349	206	0.8571428571428571	0.9104347826086957
195	0.5	0.5	2123	400	177	0.8414585810543004	0.9230434782608695
196	0.5	0.5	2062	313	238	0.8682105263157894	0.8965217391304348
197	0.5	0.5	2120	353	180	0.8572583906186818	0.9217391304347826
198	0.5	0.5	2100	350	200	0.8571428571428571	0.9130434782608695
199	0.5	0.5	2056	316	244	0.866779089376054	0.8939130434782608
200	0.5	0.5	2142	371	158	0.8523676880222841	0.931304347826087
201	0.5	0.5	2161	486	139	0.8163959199093314	0.9395652173913044
202	0.5	0.5	2118	360	182	0.8547215496368039	0.9208695652173913
203	0.5	0.5	2099	353	201	0.8560358890701468	0.912608695652174
204	0.5	0.5	2124	359	176	0.8554168344744261	0.9234782608695652
205	0.5	0.5	2061	317	239	0.8666947014297729	0.8960869565217391
206	0.5	0.5	2111	350	189	0.8577813896789923	0.9178260869565218
207	0.5	0.5	2138	398	162	0.8430599369085173	0.9295652173913044
208	0.5	0.5	2128	345	172	0.8604933279417711	0.9252173913043479
209	0.5	0.5	2131	333	169	0.8648538961038961	0.9265217391304348
210	0.5	0.5	2148	391	152	0.8460023631350926	0.9339130434782609
211	0.5	0.5	2138	372	162	0.851792828685259	0.9295652173913044
212	0.5	0.5	2141	412	159	0.8386212299255777	0.9308695652173913
213	0.5	0.5	2116	317	184	0.8697081792026305	0.92
214	0.5	0.5	2123	350	177	0.8584714921148403	0.9230434782608695
215	0.5	0.5	2121	320	179	0.8689061859893487	0.9221739130434783
216	0.5	0.5	2103	333	197	0.8633004926108374	0.9143478260869565
217	0.5	0.5	2116	329	184	0.865439672801636	0.92
218	0.5	0.5	2046	331	254	0.8607488430795119	0.8895652173913043
219	0.5	0.5	2113	360	187	0.8544278204609785	0.918695652173913
220	0.5	0.5	2100	343	200	0.8595988538681948	0.9130434782608695
221	0.5	0.5	2128	361	172	0.8549618320610687	0.9252173913043479
222	0.5	0.5	2139	393	161	0.8447867298578199	0.93
223	0.5	0.5	2098	353	202	0.8559771521827826	0.9121739130434783
224	0.5	0.5	2080	322	220	0.8659450457951707	0.9043478260869565
225	0.5	0.5	2121	376	179	0.8494193031637965	0.9221739130434783
226	0.5	0.5	2140	367	160	0.8536098923015556	0.9304347826086956
227	0.5	0.5	2074	345	226	0.8573790822653989	0.9017391304347826
228	0.5	0.5	2130	360	170	0.8554216867469879	0.9260869565217391
229	0.5	0.5	2122	351	178	0.8580671249494541	0.922608695652174
230	0.5	0.5	2152	389	148	0.8469106650924833	0.9356521739130435
231	0.5	0.5	2088	304	212	0.8729096989966555	0.9078260869565218
232	0.5	0.5	2085	345	215	0.8580246913580247	0.9065217391304348
233	0.5	0.5	2155	358	145	0.8575407879029049	0.9369565217391305
234	0.5	0.5	2093	334	207	0.8623815409971157	0.91
235	0.5	0.5	2101	325	199	0.8660346248969497	0.9134782608695652
236	0.5	0.5	2077	329	223	0.8632585203657522	0.9030434782608696
237	0.5	0.5	2152	340	148	0.8635634028892456	0.9356521739130435
238	0.5	0.5	2090	320	210	0.8672199170124482	0.908695652173913
239	0.5	0.5	2139	373	161	0.8515127388535032	0.93
240	0.5	0.5	2124	337	176	0.8630637952052012	0.9234782608695652
241	0.5	0.5	2100	345	200	0.8588957055214724	0.9130434782608695
242	0.5	0.5	2129	347	171	0.8598546042003231	0.9256521739130434
243	0.5	0.5	2110	312	190	0.8711808422791082	0.9173913043478261
244	0.5	0.5	2112	340	188	0.8613376835236541	0.9182608695652174
245	0.5	0.5	2129	331	171	0.8654471544715447	0.9256521739130434
246	0.5	0.5	2107	309	193	0.8721026490066225	0.9160869565217391
247	0.5	0.5	2129	353	171	0.8577759871071716	0.9256521739130434
248	0.5	0.5	2114	336	186	0.8628571428571429	0.9191304347826087
249	0.5	0.5	2112	346	188	0.8592351505288853	0.9182608695652174
250	0.5	0.5	2108	315	192	0.8699958728848535	0.9165217391304348
251	0.5	0.5	2126	341	174	0.8617754357519254	0.9243478260869565
252	0.5	0.5	2096	315	204	0.8693488179178764	0.9113043478260869
253	0.5	0.5	2111	325	189	0.8665845648604269	0.9178260869565218
254	0.5	0.5	2117	336	183	0.8630248675091724	0.9204347826086956
255	0.5	0.5	2118	334	182	0.863784665579119	0.9208695652173913
256	0.5	0.5	2108	329	192	0.8649979482970865	0.9165217391304348
257	0.5	0.5	2092	299	208	0.8749477206189878	0.9095652173913044
258	0.5	0.5	2122	316	178	0.8703855619360131	0.922608695652174
259	0.5	0.5	2122	347	178	0.8594572701498583	0.922608695652174
260	0.5	0.5	2119	309	181	0.8727347611202636	0.921304347826087
261	0.5	0.5	2118	329	182	0.8655496526358807	0.9208695652173913
262	0.5	0.5	2132	351	168	0.8586387434554974	0.9269565217391305
263	0.5	0.5	2137	360	163	0.855826992390869	0.9291304347826087
264	0.5	0.5	2120	318	180	0.8695652173913043	0.9217391304347826
265	0.5	0.5	2100	334	200	0.8627773212818406	0.9130434782608695
266	0.5	0.5	2115	312	185	0.8714462299134734	0.9195652173913044
267	0.5	0.5	2103	323	197	0.8668590272052762	0.9143478260869565
268	0.5	0.5	2137	342	163	0.8620411456232352	0.9291304347826087
269	0.5	0.5	2131	342	169	0.8617064294379296	0.9265217391304348
270	0.5	0.5	2113	325	187	0.8666940114848236	0.918695652173913
271	0.5	0.5	2110	308	190	0.8726220016542597	0.9173913043478261
272	0.5	0.5	2128	338	172	0.8629359286293593	0.9252173913043479
273	0.5	0.5	2129	336	171	0.8636916835699797	0.9256521739130434
274	0.5	0.5	2112	343	188	0.8602851323828921	0.9182608695652174
275	0.5	0.5	2129	337	171	0.8633414436334145	0.9256521739130434
276	0.5	0.5	2117	321	183	0.8683347005742412	0.9204347826086956
277	0.5	0.5	2128	348	172	0.8594507269789984	0.9252173913043479
278	0.5	0.5	2107	305	193	0.8735489220563848	0.9160869565217391
279	0.5	0.5	2139	357	161	0.8569711538461539	0.93
280	0.5	0.5	2123	314	177	0.871153057037341	0.9230434782608695
281	0.5	0.5	2119	329	181	0.8656045751633987	0.921304347826087
282	0.5	0.5	2118	355	182	0.8564496562879094	0.9208695652173913
283	0.5	0.5	2131	347	169	0.8599677158999193	0.9265217391304348
284	0.5	0.5	2115	327	185	0.8660933660933661	0.9195652173913044
285	0.5	0.5	2132	344	168	0.8610662358642972	0.9269565217391305
286	0.5	0.5	2118	318	182	0.8694581280788177	0.9208695652173913
287	0.5	0.5	2111	333	189	0.863747954173486	0.9178260869565218
288	0.5	0.5	2128	348	172	0.8594507269789984	0.9252173913043479
289	0.5	0.5	2130	330	170	0.8658536585365854	0.9260869565217391
290	0.5	0.5	2114	344	186	0.8600488201790073	0.9191304347826087
291	0.5	0.5	2125	323	175	0.8680555555555556	0.9239130434782609
292	0.5	0.5	2115	330	185	0.8650306748466258	0.9195652173913044
293	0.5	0.5	2136	342	164	0.8619854721549637	0.928695652173913
294	0.5	0.5	2123	328	177	0.8661770705834353	0.9230434782608695
295	0.5	0.5	2123	311	177	0.8722267871815941	0.9230434782608695
296	0.5	0.5	2122	325	178	0.8671843073150797	0.922608695652174
297	0.5	0.5	2114	336	186	0.8628571428571429	0.9191304347826087
298	0.5	0.5	2130	331	170	0.8655018285249898	0.9260869565217391
299	0.5	0.5	2127	338	173	0.8628803245436105	0.9247826086956522
300	0.5	0.5	2125	321	175	0.8687653311529027	0.9239130434782609
