epoch	threshold	tp	fp	fn	precision	recall
50	0.5	4156522	1544608	172795	0.7290698510646135	0.9600872377790769
51	0.5	4256165	5114549	73152	0.4541985808125187	0.9831031084117887
52	0.5	4209510	2347918	119807	0.6419452870851193	0.9723265817679786
53	0.5	4076632	1137693	252685	0.7818139452373989	0.941633980602483
54	0.5	3970023	701947	359294	0.8497535300954415	0.9170090801851655
55	0.5	3988122	797973	341195	0.8332726366693515	0.9211896472353491
56	0.5	4191274	5933050	138043	0.41398062724977985	0.9681143700033977
57	0.5	4154862	1624978	174455	0.718854155132322	0.9597038054732421
58	0.5	4080178	975590	249139	0.8070342626481278	0.9424530474437423
59	0.5	4143165	1060399	186152	0.7962167852648685	0.957001993617007
60	0.5	4093285	1459664	236032	0.7371371500080408	0.9454805457766202
61	0.5	4166445	3059945	162872	0.5765596653377413	0.9623792852313656
62	0.5	4034387	703505	294930	0.8515151886113065	0.9318760903856197
63	0.5	3788873	396464	540444	0.9052730998722445	0.8751664523526459
64	0.5	4116975	935904	212342	0.8147780700863805	0.9509525405508537
65	0.5	4137805	1816562	191512	0.6949193759806878	0.9557639230391306
66	0.5	4113776	6891058	215541	0.37381536150386274	0.9502136249205129
67	0.5	3976090	696539	353227	0.8509320983968554	0.9184104559679968
68	0.5	4144340	2154513	184977	0.657951534985814	0.9572733990142094
69	0.5	3895150	513252	434167	0.8835741386561389	0.8997146663087965
70	0.5	3836220	648549	493097	0.8553885384063259	0.8861028194516595
71	0.5	4121543	934690	207774	0.8151410348375955	0.9520076723418498
72	0.5	4117870	976118	211447	0.8083784257049683	0.951159270619361
73	0.5	4133351	44266557	195966	0.0853999763801204	0.9547351233462461
74	0.5	3983692	496976	345625	0.8890843954517496	0.920166391142067
75	0.5	3684621	514911	644696	0.8773884804306765	0.8510859796129505
76	0.5	4043694	606684	285623	0.8695409276407208	0.9340258521147793
77	0.5	4005927	580791	323390	0.8733754723966025	0.925302305190403
78	0.5	3966017	580875	363300	0.8722479003240016	0.9160837610181929
79	0.5	3972088	532020	357229	0.8818811627074662	0.9174860607342914
80	0.5	3719335	269779	609982	0.9323711982159447	0.8591043344712341
81	0.5	4140041	893846	189276	0.8224342342209907	0.9562804017354238
82	0.5	3916617	434905	412700	0.900056807710038	0.9046731851698547
83	0.5	4013293	541329	316024	0.8811473268253656	0.927003728301716
84	0.5	4090671	860781	238646	0.826155842770969	0.9448767553865887
85	0.5	4160591	870710	168726	0.8269413815631385	0.9610271088950059
86	0.5	3908116	481835	421201	0.8902413717146274	0.9027095959940101
87	0.5	4068151	735089	261166	0.8469597604949992	0.9396750110929738
88	0.5	4103234	739531	226083	0.8472915782615923	0.9477785987951448
89	0.5	4049949	629004	279368	0.8655673609031764	0.935470652761163
90	0.5	4124467	1658746	204850	0.7131791618257879	0.9526830675600794
91	0.5	4121099	828107	208218	0.83267881757195	0.9519051157492048
92	0.5	4084641	653600	244676	0.8620585149636754	0.9434839259864778
93	0.5	3925100	447252	404217	0.8977090591059457	0.9066326166459975
94	0.5	4014675	523886	314642	0.8845700212027556	0.9273229472454892
95	0.5	4078895	653325	250422	0.8619411185447845	0.942156695848329
96	0.5	3871727	376028	457590	0.9114760620610182	0.8943043440801401
97	0.5	3918417	594226	410900	0.8683197407816218	0.9050889551400371
98	0.5	3845650	391719	483667	0.9075560801997654	0.8882809921287815
99	0.5	3893136	448578	436181	0.8966818173652157	0.8992494659088258
100	0.5	4133452	928919	195865	0.8165051514399083	0.9547584526612396
101	0.5	4205892	2291170	123425	0.6473529112081738	0.9714908841279121
102	0.5	3997632	571924	331685	0.8748403564810235	0.9233862985778126
103	0.5	4054862	633273	274455	0.864920058829364	0.9366054737964441
104	0.5	3904618	417735	424699	0.9033547236886945	0.9019016163519558
105	0.5	4025063	551941	304254	0.8794099808521032	0.929722401940075
106	0.5	4154531	10375317	174786	0.28593079569724333	0.9596273499953919
107	0.5	4075442	716080	253875	0.8505527053825486	0.9413591104555291
108	0.5	3867825	327105	461492	0.922023728643863	0.8934030471781115
109	0.5	4102882	801241	226435	0.836618902095237	0.9476972926676425
110	0.5	3750564	356205	578753	0.9132639308419831	0.8663177124705814
111	0.5	4001469	478973	327848	0.8930969310617122	0.9242725815642514
112	0.5	3988011	537245	341306	0.8812785398218355	0.9211640080871879
113	0.5	4003939	452768	325378	0.8984075013232865	0.9248431103566682
114	0.5	3960885	471024	368432	0.8937198394642129	0.9148983546365397
115	0.5	3896181	419884	433136	0.9027160156299777	0.8999528101083843
116	0.5	4003988	505381	325329	0.8879264482458632	0.9248544285391899
117	0.5	4048257	1141116	281060	0.780105226585177	0.9350798289891916
118	0.5	4167279	1003475	162038	0.805932558385102	0.9625719253175501
119	0.5	4065427	608725	263890	0.8697678209865661	0.9390458125380978
120	0.5	3926096	379154	403221	0.9119321758318333	0.9068626760294984
121	0.5	4033359	514016	295958	0.88696423760961	0.9316386395359822
122	0.5	4081768	636137	247549	0.8651653647116676	0.9428203109174034
123	0.5	4035816	500727	293501	0.8896236627758185	0.9322061655452811
124	0.5	4001199	517286	328118	0.8855178228986043	0.924210216068724
125	0.5	4077605	768274	251712	0.8414582782607655	0.9418587273696982
126	0.5	4017190	583523	312127	0.8731668330539201	0.9279038702871608
127	0.5	4023664	491166	305653	0.891210521769369	0.9293992562799167
128	0.5	3889942	451040	439375	0.8960972425133299	0.8985117051950688
129	0.5	4120636	694072	208681	0.8558433865563603	0.9517981704735412
130	0.5	4085609	573482	243708	0.8769111828895378	0.9437075178371092
131	0.5	4058429	588963	270888	0.8732702126267807	0.9374293912873555
132	0.5	4003690	446721	325627	0.8996225292450517	0.9247855955107931
133	0.5	3992051	469414	337266	0.8947847848184397	0.9220971806869305
134	0.5	3949746	412803	379571	0.9053757333155456	0.9123254314710612
135	0.5	4008735	472942	320582	0.8944720915853597	0.9259509063438875
136	0.5	3947698	398575	381619	0.9082949920541117	0.9118523776383203
137	0.5	3930072	406062	399245	0.9063539088044789	0.9077810656969679
138	0.5	3894962	347665	434355	0.9180543092758331	0.8996712414452441
139	0.5	3824498	333572	504819	0.9197772043279695	0.8833952330125052
140	0.5	4028619	494362	300698	0.890699960932845	0.930543778614502
141	0.5	4019331	472039	309986	0.8949008877024159	0.9283984055683611
142	0.5	4025007	509595	304310	0.8876207878883307	0.9297094668743361
143	0.5	4020455	489491	308862	0.8914641106567573	0.9286580308164082
144	0.5	3990048	475393	339269	0.8935395182693042	0.9216345211034442
145	0.5	4078604	614892	250713	0.8689906202114586	0.9420894797031495
146	0.5	3976900	432719	352417	0.9018692998193268	0.9185975524545789
147	0.5	4009655	480599	319662	0.8929684155951979	0.9261634109953141
148	0.5	3856678	335900	472639	0.9198822299787863	0.8908282761460988
149	0.5	4028524	487158	300793	0.8921186212846698	0.930521835199409
150	0.5	4019364	467657	309953	0.895775615937612	0.9284060280178144
151	0.5	3974854	396616	354463	0.9092717095164784	0.9181249605884716
152	0.5	4056231	595963	273086	0.8718963568587208	0.9369216899570995
153	0.5	3987894	430900	341423	0.902484705102795	0.9211369830391261
154	0.5	4129461	724491	199856	0.8507420345318619	0.9538365982440187
155	0.5	3934720	372949	394597	0.9134220851230678	0.9088546761533055
156	0.5	3908037	430137	421280	0.9008483753763681	0.9026913483119855
157	0.5	3981307	490464	348010	0.8903199649534826	0.9196154959315753
158	0.5	4166981	843535	162336	0.831647079861635	0.9625030922891532
159	0.5	3988370	430326	340947	0.9026124449385068	0.9212469310979076
160	0.5	4000912	423333	328405	0.9043151995425208	0.9241439238568115
161	0.5	4023121	493747	306196	0.8906881936775659	0.9292738323389117
162	0.5	3954763	420267	374554	0.9039396301282505	0.9134842747712861
163	0.5	4137184	704907	192133	0.8544209516095422	0.9556204823994178
164	0.5	4056668	518835	272649	0.886605909776477	0.937022629666527
165	0.5	4060790	556485	268527	0.8794776139606153	0.9379747428982447
166	0.5	4043551	482006	285766	0.8934924474490101	0.9339928215004815
167	0.5	4057123	528291	272194	0.8847888107813165	0.9371277270756565
168	0.5	4019249	478882	310068	0.8935375603778547	0.928379464936386
169	0.5	4101268	608631	228049	0.8707762098507845	0.947324485594379
170	0.5	4099699	597026	229618	0.8728846164082419	0.94696207277037
171	0.5	3935385	382300	393932	0.911457181336758	0.9090082800589562
172	0.5	4053121	579697	276196	0.8748716224121043	0.936203331841951
173	0.5	4061009	511126	268308	0.8882084627859851	0.9380253282446169
174	0.5	4001747	491732	327570	0.8905676425771657	0.9243367949263128
175	0.5	4049167	515616	280150	0.8870447949004366	0.9352900238074504
176	0.5	4001363	451996	327954	0.8985044771822797	0.924248097332674
177	0.5	4046983	502022	282334	0.8896413611328191	0.9347855562436292
178	0.5	4105154	590340	224163	0.8742752093815901	0.9482220867633393
179	0.5	4054959	553179	274358	0.8799560690239745	0.9366278791781706
180	0.5	3989857	433901	339460	0.9019157467474487	0.9215904032899416
181	0.5	3986515	473102	342802	0.8939142083277555	0.920818457045303
182	0.5	3954071	420121	375246	0.9039546046446978	0.9133244343160827
183	0.5	3972773	390144	356544	0.910577258288434	0.9176442843062774
184	0.5	3987146	408205	342171	0.9071280086618794	0.9209642075181835
185	0.5	4021846	435304	307471	0.902335797538786	0.9289793286100325
186	0.5	4060703	566816	268614	0.8775119021661499	0.9379546473496859
187	0.5	4048508	683298	280809	0.8555946714637075	0.9351378058017004
188	0.5	4011784	446172	317533	0.8999155666857187	0.9266551744767131
189	0.5	4016953	470943	312364	0.89506374479266	0.9278491272410868
190	0.5	4091272	580934	238045	0.8756617323808068	0.9450155763599662
191	0.5	4028460	514223	300857	0.8868019186018483	0.9305070522671359
192	0.5	4073564	529108	255753	0.8850432965894593	0.9409253237866388
193	0.5	4041390	494027	287927	0.8910735220157264	0.9334936665529459
194	0.5	4006476	423939	322841	0.9043116728342604	0.9254291150313086
195	0.5	4081314	545200	248003	0.8821574948222355	0.9427154444915907
196	0.5	4029098	489708	300219	0.8916288948894907	0.9306544196232339
197	0.5	4022453	446389	306864	0.9001108117046877	0.9291195354833106
198	0.5	4007943	445322	321374	0.9000010104945473	0.9257679675570073
199	0.5	3965088	423389	364229	0.9035225660291714	0.9158691775169154
200	0.5	4012636	428746	316681	0.9034656329944148	0.9268519722625994
201	0.5	4071317	532396	258000	0.8843550846892497	0.9404063042738612
202	0.5	4025504	459191	303813	0.8976093134538692	0.9298242655827698
203	0.5	4064658	539489	264659	0.8828254180416046	0.9388681863675032
204	0.5	4019606	454535	309711	0.8984084319202278	0.9284619259804722
205	0.5	3997800	464181	331517	0.8959697497591317	0.9234251037750296
206	0.5	4011323	461896	317994	0.8967419211981349	0.926548691167683
207	0.5	4035299	474036	294018	0.8948767390313649	0.9320867471705121
208	0.5	4034196	462181	295121	0.8972103540250295	0.931831972572117
209	0.5	4042852	488605	286465	0.8921748567844735	0.9338313641620607
210	0.5	4090461	569017	238856	0.877879668065822	0.9448282488900674
211	0.5	4046171	492448	283146	0.8914982729328018	0.9345979977904136
212	0.5	4110891	601158	218426	0.8724211059774634	0.9495472380516372
213	0.5	4067916	516203	261401	0.8873931937630763	0.9396207300135333
214	0.5	4022572	442980	306745	0.9008006177063889	0.9291470224980061
215	0.5	4049869	507320	279448	0.8886769892580711	0.9354521740958216
216	0.5	4019246	459784	310071	0.8973474167397851	0.9283787719864357
217	0.5	4036015	469931	293302	0.8957086924699054	0.932252131225318
218	0.5	3983168	464552	346149	0.8955527776029066	0.9200453558840805
219	0.5	4021122	460804	308195	0.897186165054934	0.9288120966886925
220	0.5	4019418	465966	309899	0.8961145801563478	0.9284185011169198
221	0.5	4039487	495509	289830	0.8907366180697844	0.9330541053011364
222	0.5	4049243	512553	280074	0.8876422794881665	0.9353075785395248
223	0.5	3996366	434830	332951	0.9018707364783684	0.9230938736987844
224	0.5	3992329	458686	336988	0.8969479995012374	0.922161394048992
225	0.5	4055545	520808	273772	0.8861958419728548	0.9367632354017966
226	0.5	4016579	431148	312738	0.9030632950268755	0.9277627394806155
227	0.5	3967768	429793	361549	0.9022655967705735	0.9164882128058537
228	0.5	4028867	468615	300450	0.8958050304592658	0.9306010624770604
229	0.5	4043542	477015	285775	0.8944787113623388	0.9339907426506305
230	0.5	4059438	491703	269879	0.8919604995758207	0.9376624534539744
231	0.5	4014398	455184	314919	0.8981596041867003	0.9272589648667445
232	0.5	3957139	393375	372178	0.9095796496689816	0.9140330911319268
233	0.5	4059555	501699	269762	0.8900085371259746	0.9376894785020362
234	0.5	3990833	428557	338484	0.9030280197040768	0.9218158430071072
235	0.5	4023705	475804	305612	0.8942542397403805	0.9294087265959041
236	0.5	3976373	425700	352944	0.9032955609777484	0.9184758242466421
237	0.5	4058572	505644	270745	0.8892155848890587	0.9374624219016533
238	0.5	3970008	415220	359309	0.9053139312254688	0.9170056154354139
239	0.5	4045843	490245	283474	0.891923393020594	0.9345222352625137
240	0.5	4051576	504732	277741	0.8892234677725913	0.9358464626175446
241	0.5	4023684	464466	305633	0.8965128170849904	0.9294038759462521
242	0.5	4040508	473552	288809	0.8950939952060895	0.9332899392675565
243	0.5	4007153	440640	322164	0.9009306413315548	0.9255854907367606
244	0.5	4000253	441650	329064	0.900571894523586	0.9239917058510615
245	0.5	4044889	477635	284428	0.8943875145825649	0.934301877178317
246	0.5	3998980	427131	330337	0.9034974495668997	0.9236976640888158
247	0.5	4056053	499230	273264	0.8904063699225713	0.9368805749267147
248	0.5	4008988	445702	320329	0.8999476955747763	0.9260093451230298
249	0.5	4020610	457545	308707	0.8978273418405571	0.9286938332305072
250	0.5	4012069	435499	317248	0.9020815420922176	0.9267210047219919
251	0.5	4019229	445080	310088	0.9003026000216383	0.9283748452700507
252	0.5	3996443	429156	332874	0.9030287199540672	0.9231116594141755
253	0.5	3991404	421097	337913	0.9045672737524592	0.9219477344809817
254	0.5	3996426	419397	332891	0.9050240464801239	0.9231077326977905
255	0.5	4012533	446331	316784	0.8999002885039777	0.9268281809809723
256	0.5	4001372	428756	327945	0.9032181462928385	0.9242501761825249
257	0.5	3985404	420514	343913	0.9045570071889673	0.9205618345803738
258	0.5	4011083	440763	318234	0.9009932059644471	0.9264932551716587
259	0.5	4045686	495306	283631	0.8909255951122574	0.9344859708817811
260	0.5	4020062	465845	309255	0.8961536652454007	0.9285672543729184
261	0.5	4026998	462056	302319	0.8970705186437944	0.9301693546580211
262	0.5	4040033	477227	289284	0.8943547637284549	0.9331802221920917
263	0.5	4050972	489666	278345	0.8921592075827229	0.9357069486942167
264	0.5	3978085	411205	351232	0.9063162834991536	0.9188712676849489
265	0.5	3990681	421955	338636	0.9043757518181876	0.9217807335429584
266	0.5	4021650	464367	307667	0.8964856798358098	0.9289340558799459
267	0.5	3999928	430430	329389	0.9028453231093289	0.9239166362731119
268	0.5	4039647	475638	289670	0.8946604699371136	0.9330910626318193
269	0.5	4032536	467711	296781	0.8960699268284608	0.9314485402662822
270	0.5	4023551	457506	305766	0.897902213696456	0.9293731551651219
271	0.5	4003198	431041	326119	0.9027925648572394	0.9246719517189432
272	0.5	4039710	478261	289607	0.8941425254832313	0.9331056145807757
273	0.5	4040038	471631	289279	0.8954641840968387	0.9331813771086755
274	0.5	4025931	469057	303386	0.8956488871605441	0.9299228954590297
275	0.5	4028753	466819	300564	0.8961602661463325	0.9305747303789489
276	0.5	4023297	453491	306020	0.898701703096059	0.9293144854026628
277	0.5	4033979	466979	295338	0.8962489763290393	0.9317818491923784
278	0.5	4005061	434357	324256	0.9021590217456432	0.925102273638082
279	0.5	4042358	470580	286959	0.8957264646666983	0.9337172584035773
280	0.5	4029001	460433	300316	0.8974407464281688	0.9306320142415074
281	0.5	4021547	450541	307770	0.8992548894386694	0.9289102645983188
282	0.5	4009241	436434	320076	0.9018295309486186	0.9260677839021721
283	0.5	4037356	470130	291961	0.8957001752196235	0.9325618798531039
284	0.5	4022487	450505	306830	0.8992832985169659	0.9291273889160807
285	0.5	4035086	460476	294231	0.8975709822264714	0.9320375477240406
286	0.5	4015611	452824	313706	0.8986616119513879	0.9275391476299841
287	0.5	3999723	423153	329594	0.9043262800042325	0.9238692846931744
288	0.5	4036139	480952	293178	0.8935261654015826	0.9322807731565972
289	0.5	4029545	462524	299772	0.8970354195360757	0.9307576691658291
290	0.5	4022424	451317	306893	0.8991186570702238	0.9291128369671243
291	0.5	4025620	459358	303697	0.8975785388467903	0.9298510596475148
292	0.5	4011362	440483	317955	0.901056078996461	0.926557699517037
293	0.5	4030420	466237	298897	0.8963147511584717	0.9309597795680011
294	0.5	4015187	445908	314130	0.900045168282675	0.9274412107036745
295	0.5	4026181	458653	303136	0.8977324467304698	0.9299806412882217
296	0.5	4032290	476044	297027	0.894408000826913	0.9313917183703573
297	0.5	4013983	443378	315334	0.9005290350052418	0.9271631067902859
298	0.5	4021307	458128	308010	0.8977263873680498	0.9288548286022945
299	0.5	4026048	458565	303269	0.8977470296768082	0.9299499205070916
300	0.5	4019464	451200	309853	0.8990753946169965	0.9284291263494912
