epoch	threshold	tp	fp	fn	precision	recall
132	0.5	3964148	432091	365169	0.9017134873695447	0.9156520531991535
133	0.5	3879745	383529	449572	0.9100388574602524	0.8961563683139858
134	0.5	4071021	668507	258296	0.8589507225192045	0.9403379332120979
135	0.5	4131819	831240	197498	0.8325145842513659	0.9543812569049576
136	0.5	3994596	564500	334721	0.87618159389493	0.922685033228105
137	0.5	3808073	316488	521244	0.9232674701622791	0.8796013320345911
138	0.5	4080194	603532	249123	0.8711427611265048	0.9424567431768106
139	0.5	4174936	843506	154381	0.8319187508792569	0.9643405645740425
140	0.5	3995012	412223	334305	0.90646675296416	0.9227811222878806
141	0.5	3869605	316657	459712	0.924358054990347	0.8938141974819585
142	0.5	3993969	478760	335348	0.8929602039381326	0.9225402066884915
143	0.5	3941397	380138	387920	0.9120363481957221	0.9103969517593653
144	0.5	3925166	391517	404151	0.9093014242648811	0.9066478615449042
145	0.5	3903837	358251	425480	0.9159447200527066	0.9017212183815599
146	0.5	4075796	777611	253521	0.8397803852015707	0.941440878549665
147	0.5	4017357	489350	311960	0.8914173919005607	0.927942444501061
148	0.5	4004644	510828	324673	0.886871627152156	0.9250059535949897
149	0.5	3917972	364991	411345	0.9147807253996825	0.9049861675640754
150	0.5	4049080	562372	280237	0.8780488228002807	0.9352699282588917
151	0.5	4087169	595741	242148	0.8727840167758936	0.9440678518112672
152	0.5	4134849	689158	194468	0.8571399253773886	0.9550811363547645
153	0.5	4055875	502573	273442	0.8897490988160883	0.9368394598963301
154	0.5	3974952	480018	354365	0.8922511262702105	0.9181475969535149
155	0.5	4074780	550974	254537	0.8808899046512201	0.9412061994998288
156	0.5	3994413	413616	334904	0.9061675864655155	0.9226427632811365
157	0.5	4044910	488242	284407	0.8922952506335547	0.9343067278279692
158	0.5	4096722	590022	232595	0.8741083361924611	0.9462744354363517
159	0.5	4090673	573626	238644	0.8770177469326045	0.9448772173532223
160	0.5	4056051	553384	273266	0.8799453729144678	0.9368801129600812
161	0.5	4047151	536720	282166	0.8829111901272964	0.9348243614408462
162	0.5	3930120	387329	399197	0.9102875332169529	0.9077921528961728
163	0.5	4115104	626479	214213	0.8678755597023188	0.9505203707651807
164	0.5	4019166	489319	310151	0.8914670892772184	0.9283602933210943
165	0.5	4044675	533525	284642	0.8834640251627277	0.9342524467485287
166	0.5	4122994	639109	206323	0.8657926970500218	0.9523428291344801
167	0.5	3899784	363028	429533	0.914838374293776	0.9007850429986993
168	0.5	4005383	454403	323934	0.8981110304395772	0.9251766502660812
169	0.5	4136816	681576	192501	0.8585470007421563	0.9555354805388471
170	0.5	3974551	388311	354766	0.910996268046067	0.9180549726434909
171	0.5	4133115	656731	196202	0.8628909990008029	0.9546806112834888
172	0.5	4064036	523019	265281	0.8859793484054584	0.9387245147444736
173	0.5	3944440	416412	384877	0.9045113202649391	0.9110998339922902
174	0.5	4081463	609069	247854	0.8701492709142588	0.9427498610057892
175	0.5	4092953	588730	236364	0.874248213729977	0.9454038593154532
176	0.5	4143257	696005	186060	0.8561753837671943	0.9570232440821497
177	0.5	3958689	933124	370628	0.8092478187534969	0.9143911152729172
178	0.5	4085562	628799	243755	0.8666205239692081	0.9436966616212211
179	0.5	4095283	570322	234034	0.8777603333329761	0.9459420504435226
180	0.5	3985698	438918	343619	0.9008008830596824	0.9206297436755035
181	0.5	3935604	371677	393713	0.9137096000934232	0.9090588654053283
182	0.5	4030030	501019	299287	0.8894253847177552	0.9308696960744617
183	0.5	4024005	475952	305312	0.8942318782157251	0.9294780215909345
184	0.5	4076825	540044	252492	0.883028086783489	0.9416785603826192
185	0.5	4040038	521015	289279	0.8857687029727566	0.9331813771086755
186	0.5	4028290	442587	301027	0.9010066705033487	0.9304677851032853
187	0.5	3982879	404527	346438	0.9077981385812026	0.9199786017055346
188	0.5	4043529	494245	285788	0.8910820591770326	0.9339877398675126
189	0.5	4053556	519744	275761	0.8863525244353093	0.9363038095847451
190	0.5	3965678	398038	363639	0.9087846230139633	0.9160054576738086
191	0.5	3976733	436584	352584	0.9010757668211914	0.9185589782406786
192	0.5	4013096	463871	316221	0.8963872192937763	0.9269582245883127
193	0.5	4030052	478126	299265	0.8939425195722086	0.9308747777074305
194	0.5	3973177	423907	356140	0.9035936088553232	0.9177376015662517
195	0.5	4082093	566711	247224	0.8780953122566578	0.9428953804953529
196	0.5	4033313	476714	296004	0.894299080692865	0.9316280143034109
197	0.5	4089638	633842	239679	0.8658103770948538	0.9446381496203674
198	0.5	4032174	454001	297143	0.8987999799383662	0.9313649243056121
199	0.5	4094364	563556	234953	0.879011232481451	0.9457297767754128
200	0.5	4006785	430000	322532	0.9030829756231145	0.92550048887619
201	0.5	4013832	458298	315485	0.8975213153463786	0.9271282283094539
202	0.5	3973563	399353	355754	0.9086758126613912	0.9178267611265241
203	0.5	3970850	439123	358467	0.9004250139399946	0.9172001033881326
204	0.5	4046902	501867	282415	0.8896697106403952	0.934766846594971
205	0.5	4006208	465552	323109	0.8958906560280516	0.9253672115024149
206	0.5	3972908	405869	356409	0.9073099634898055	0.9176754670540411
207	0.5	3980016	431457	349301	0.9021966132400674	0.9193172964696279
208	0.5	4074861	555552	254456	0.8800210693948898	0.9412249091484869
209	0.5	3983334	425879	345983	0.9034115612015114	0.920083699114664
210	0.5	3968202	431602	361115	0.9019042666446051	0.916588459565331
211	0.5	4041760	479196	287557	0.8940056041244374	0.9335791303801501
212	0.5	4037640	488974	291677	0.8919779773579104	0.9326274791150659
213	0.5	4013551	462736	315766	0.8966250376707302	0.9270633219974421
214	0.5	4019381	474021	309936	0.894507324294599	0.9284099547341994
215	0.5	4009084	464877	320233	0.8960927464499578	0.9260315195214395
216	0.5	4018618	491726	310699	0.8909781604241273	0.9282337144635054
217	0.5	4047558	504661	281759	0.8891395602891689	0.9349183716507707
218	0.5	4066397	549086	262920	0.881033902627309	0.9392698663553628
219	0.5	4029732	506927	299585	0.888259840556674	0.9308008630460648
220	0.5	3925783	389364	403534	0.9097680797432857	0.90679037825135
221	0.5	4065634	500411	263683	0.8904060297259444	0.9390936260846687
222	0.5	4009545	460060	319772	0.8970692041019285	0.9261380028304695
223	0.5	3998439	437147	330878	0.9014454910805472	0.9235727021144444
224	0.5	4074700	540335	254617	0.8829185477466585	0.9411877208344873
225	0.5	4082416	540825	246901	0.8830203746679007	0.942969988106669
226	0.5	4064016	536226	265301	0.8834352627535682	0.9387198950781382
227	0.5	4061877	540421	267440	0.8825758349415879	0.9382258217635715
228	0.5	4017032	451905	312285	0.8988786371345132	0.9278673749231114
229	0.5	4040026	493595	289291	0.8911256587173917	0.9331786053088743
230	0.5	3986189	413922	343128	0.9059291913317641	0.9207431564840366
231	0.5	4017997	463599	311320	0.8965549326623818	0.9280902738237925
232	0.5	4065754	533897	263563	0.883926628346368	0.9391213440826809
233	0.5	4062428	530202	266889	0.8845537306510649	0.9383530935711106
234	0.5	4025708	474894	303609	0.8944821159480443	0.9298713861793905
235	0.5	4039358	479817	289959	0.8938264174323853	0.9330243084532733
236	0.5	4000438	432915	328879	0.9023504331822889	0.9240344377646635
237	0.5	4012668	447591	316649	0.8996491010948019	0.926859363728736
238	0.5	4040045	482719	289272	0.893269027523877	0.933182993991893
239	0.5	4045680	480131	283637	0.893912715312239	0.9344845849818805
240	0.5	4021676	473454	307641	0.8946740138772404	0.9289400614461819
241	0.5	4013952	441640	315365	0.9008796137527852	0.927155946307466
242	0.5	4044012	495350	285305	0.89087673554125	0.9340993048095115
243	0.5	4019102	466768	310215	0.8959470515195491	0.9283455103888212
244	0.5	4016488	477562	312829	0.8937346046439181	0.9277417199987896
245	0.5	4017007	471749	312310	0.8949042897408547	0.9278616003401923
246	0.5	4046130	480950	283187	0.8937615416559902	0.9345885274744261
247	0.5	4019970	451500	309347	0.8990264946427013	0.9285460039077758
248	0.5	3993696	415771	335621	0.9057094655657929	0.9224771482430139
249	0.5	4013929	449589	315388	0.8992747424789146	0.9271506336911803
250	0.5	3991546	429677	337771	0.9028148998591566	0.9219805341119627
251	0.5	4066490	522441	262827	0.8861519164267233	0.9392913478038222
252	0.5	3986328	425272	342989	0.9036014144528063	0.9207752631650674
253	0.5	4028124	475552	301193	0.8944080346810028	0.9304294418727018
254	0.5	4011496	436819	317821	0.9018012438417693	0.9265886512814839
255	0.5	4005460	440069	323857	0.9010086313687302	0.9251944359814723
256	0.5	4018158	450125	311159	0.8992621998203785	0.9281274621377922
257	0.5	4004919	439119	324398	0.9011891887513113	0.9250694740071009
258	0.5	4032803	482479	296514	0.8931453229277817	0.9315102128118592
259	0.5	3995170	428316	334147	0.90317229443023	0.9228176176519298
260	0.5	4035355	477708	293962	0.8941499376365896	0.9320996822362512
261	0.5	4025024	467571	304293	0.8959240706095253	0.9297133935907211
262	0.5	4028662	489943	300655	0.8915720670428152	0.930553710897123
263	0.5	4037959	492524	291358	0.8912866464789737	0.932701162793115
264	0.5	4027380	476464	301937	0.894209479724431	0.9302575902850265
265	0.5	4026794	470427	302523	0.8953960679272822	0.9301222340614005
266	0.5	4005129	441990	324188	0.9006120591780881	0.9251179805036222
267	0.5	4021361	459794	307956	0.8973938638587596	0.9288673017014
268	0.5	4005714	442447	323603	0.9005326021247883	0.9252531057439314
269	0.5	4022578	469652	306739	0.8954523699810562	0.9291484083979067
270	0.5	4022430	469336	306887	0.8955119211463821	0.9291142228670249
271	0.5	4019637	456322	309680	0.8980504513111045	0.9284690864632921
272	0.5	4019307	445632	310010	0.9001930373516861	0.9283928619687586
273	0.5	4022767	468667	306550	0.8956531477474677	0.9291920642447757
274	0.5	4039727	490337	289590	0.8917593658720936	0.9331095412971607
275	0.5	4002810	439144	326507	0.9011372022312703	0.9245823301920372
276	0.5	4041439	489216	287878	0.8920209108837464	0.9335049847354675
277	0.5	4025302	461564	304015	0.8971299789206988	0.9297776069527827
278	0.5	4019316	459727	310001	0.897360440611979	0.9283949408186095
279	0.5	4006537	452359	322780	0.8985491027375386	0.9254432050136315
280	0.5	3999031	435067	330286	0.9018815100613473	0.9237094442379711
281	0.5	4014550	455532	314767	0.898093144600032	0.9272940743308933
282	0.5	4030131	469029	299186	0.8957518736830875	0.9308930253894552
283	0.5	4022399	476669	306918	0.8940516124672933	0.9291070623842052
284	0.5	4011195	452751	318122	0.8985760580437129	0.9265191253031367
285	0.5	4015824	454761	313493	0.8982770711215646	0.9275883470764557
286	0.5	4014237	456361	315080	0.8979194729653617	0.927221776552745
287	0.5	4017687	457067	311630	0.8978565078661307	0.9280186689955945
288	0.5	4015080	456660	314237	0.8978786780984583	0.9274164954887804
289	0.5	4021212	450991	308105	0.8991568584878639	0.9288328851872015
290	0.5	4025032	473338	304285	0.8947756631846646	0.9297152414572553
291	0.5	4019510	457602	309807	0.8977908080030162	0.9284397515820625
292	0.5	4030448	471157	298869	0.8953357746848069	0.9309662471008706
293	0.5	4023261	460232	306056	0.8973496780300538	0.9293061700032592
294	0.5	4027102	469018	302215	0.8956838340613684	0.930193376922965
295	0.5	4012037	445785	317280	0.899999371890578	0.9267136132558553
296	0.5	4022555	458186	306762	0.8977432527343133	0.929143095781621
297	0.5	4025377	460375	303940	0.8973694934539403	0.9297949307015402
298	0.5	4035153	467233	294164	0.8962254680074077	0.932053023606264
299	0.5	4027297	467454	302020	0.8960000231381005	0.9302384186697348
300	0.5	4028978	467917	300339	0.89594664763131	0.9306267016252218
